date,country,lang,content,label
2018-10-06 09:29:47+00:00,Turkey,en,"Panel 2: ""Envisioning the Future of #Islamic #Civilization in Historical Perspective"", with Prof. Dr. Heba Ezzat, Prof. Dr. Abdullahil Ahsan &amp; Prof. @zahitatcil
Moderator: Prof. Ahmet Alibasic https://t.co/X3N4rK7884",2
2018-12-21 12:51:48+00:00,United Kingdom,en,"@BorisJohnson I love how you’re getting away with islamophobia specifically because of the privileged bubble you live in. 

You do know that a growing majority of British/Foreigners sees you as a party clown with no political competence whatsoever, don’t you?",0
2020-01-19 19:58:42+00:00,Norway,en,"My birthday was so memorable and beautiful, MashAllah 😍 Thank you so so much everyone who has made this day so special for me. It means a lot and warms my heart ♥🥰🥰

.
.
.
.
.
.
.

#MashAllah #Blessed #Birthday… https://t.co/Ltluu7Q51L",2
2021-11-27 17:22:04+00:00,United Kingdom,en,Islamic State down but not out in Syria and Iraq because of Turkish government’s support: Pentagon report https://t.co/nMXrjfYKiS via @AlMonitor,2
2018-08-18 12:09:56+00:00,United Kingdom,en,@smshaha Its beautiful! I miss Makkah so much!,2
2021-11-30 14:42:23+00:00,United Kingdom,en,"@gemma_smith21 @MoSalah @VirgilvDijk Have a boss birthday Gemma, as I said…you are one of our ultimate favourite customers, not least one of our most loyal! Have the best best day xx",2
2018-06-27 18:00:48+00:00,United Kingdom,en,"Mashallah! My #girlfriend thinks I need to relax more ans not stress about things too much, do you agree with @fatima_khanpk ?
#Mashallah #london #family #timeout #chilling #legoland… https://t.co/9jqLE5ZTO4",2
2018-12-30 18:26:03+00:00,The Netherlands,en,"@Muhamma51580585 @geertwilderspvv @ImranKhanPTI Islam and peace!
#nomoreislam
#StopIslam 
#Islamisviolence
#Islamishatred
mohammed is a pedophilia",1
2018-12-15 09:44:36+00:00,United Kingdom,en,"Out of interest Rachel, do you believe there is a problem with islamophobia in the Tory party?
Also what are your thoughts on Theresa May restoring the Whip to 2 MPs facing sexual conduct investigations?
I’m guessing double-standards might be at play here! https://t.co/BhUCLHQKGS",2
2015-10-31 17:40:43+00:00,Germany,en,"Why do we expect easy tests 4rm Allah, when the ProphetMuhammad (PBUH), promised of Jannah, spent all his lyf in constant hardship n poverty",2
2018-12-14 23:00:00+00:00,United Kingdom,en,"Outrageous act of hate! Whether it is a #Jewish #cemetery or #Muslim #mosque or a #Christian  #church, when they are vandalised, we are all violated.

#HateCrime #Antisemitism #StrongerTogether #Strasbourg #Aston_AMS @aston_union https://t.co/k6pG1TIO9A",2
2020-11-14 10:40:04+00:00,United Kingdom,en,"Part 13 - The Story of Prophet Muhammad (ص):
Trade, Marriage and the House of Khadija - (ر)

- with Ustadh Hamid 
- 5.00pm
- Wednesday 18th Nov

Click to save reminder 👇🏿

https://t.co/t7FmJ3zBr0

#sirah #ProphetMuhammad #Trade #Marriage #HouseOfKhadija https://t.co/HDMkepHnp0",2
2018-12-18 11:57:36+00:00,United Kingdom,en,mashallah the girls here 😭😍,2
2018-02-22 16:23:52+00:00,United Kingdom,en,"Never thought I’d get to work in Mecca (bingo)

#mecca #meccabingo #archaeology #archaeologist… https://t.co/Yz64qxxNRM",2
2021-11-11 18:16:03+00:00,United Kingdom,en,Back to back Player of the Month awards for the one season wonder #salah #lfc https://t.co/uqWtyaUrh3,2
2021-11-18 22:29:56+00:00,United Kingdom,en,"@tartini_sonata @SAK_Inayah @MecrantB @mohammed_hijab @DouglasKMurray @RichardDawkins Why not?

If your religion is as perfect as you say it is, what risk would a mortal atheist pose to your faith?",2
2021-09-20 11:21:32+00:00,United Kingdom,en,#Gaza artist mixes beauty with pain in her ballet paintings https://t.co/1fUICbvSgt,2
2021-06-10 17:16:36+00:00,Norway,en,"Building new schools &lt; Digging terror tunnels

Protecting civilians &lt; Producing lethal weapons

Promoting housing projects for the people of #Gaza &lt; building McMansions for Hamas leaders

#Hamas terrorists pose the greatest threat to Gaza's prosperity.

https://t.co/IGjaFxwGJw",2
2017-03-11 12:43:19+00:00,United Kingdom,en,"Alhamdulilah we have set up in #Leicester city centre today calling to the correct understanding of #Islam 

#Quran #Sunnah #Salafiyyah https://t.co/Jl9lDLhfPi",2
2020-11-10 14:36:08+00:00,United Kingdom,en,"• When the sweetness of Eemaan enters a person.
• Taken from 'Loving the Messenger, between Sunnah and Bidah.'
• Full Lecture here: https://t.co/9UPne3gvmB
• Ustadh Abul Abbas Naveed Ayaaz.
• Sunday 25th October 2020.
• 1/2. 

#Allah #Muhammad #Sahabah #Salaf #Ummah #UK https://t.co/h5Yg2ywXu8",2
2021-10-11 12:15:38+00:00,United Kingdom,en,MY FIRST EXPERIENCE IN CHURCH! https://t.co/LxFhFDFX4y via @YouTube #church #christian,2
2018-12-26 18:25:14+00:00,United Kingdom,en,@khalidahmadacma @BaitulGhafoor Mashallah lovely! But I’m trying to work out why I’m not in the photo! 😅,2
2020-10-04 22:15:42+00:00,United Kingdom,en,"Instagram is showing me hijab 🧕🏻 tutorial. 

Bro show that to behaya 👧 

#hijab #muslims #meme",2
2018-12-13 09:56:15+00:00,United Kingdom,en,"Home of the famous Brontë sisters, Haworth is an undisputed literary mecca! (📸 IG davez_uk) https://t.co/7itZO4w3DP",2
2021-11-15 00:27:18+00:00,United Kingdom,en,"Don't Be Angry https://t.co/GeZvneUpDu

#Islam #Mawlana #NahdlatulUlama #Naqshbandi #NaqshbandiHaqqani #ShaykhNazim #Sufilive #Sufism https://t.co/N5dexM19ym",2
2021-11-28 22:58:26+00:00,Greece,en,"@Birolka77483794 @obai1d @HSajwanization Both Christians and Muslims study the prophecies of the Jewish prophets, the Jewish book of genesis, the 10 commandments given to Moses etc Their teachings had a huge impact to humanity.",2
2021-10-18 09:10:18+00:00,Germany,de,"Heute vor 10 Jahren kam #GiladShalit nach über 5 Jahren in Geiselhaft der #Hamas frei. 

Er war am 25. Juni 2006 von der Hamas entführt und nach #Gaza verschleppt worden. Während seiner Gefangenschaft hatte er keinen Kontakt zur Außenwelt und sah die Sonne nicht.

#OnThisDay https://t.co/4BQAUrjOBU",2
2021-11-29 23:31:12+00:00,United Kingdom,en,Salah and Mbappe battling it out every year &gt;&gt;&gt; https://t.co/NOLRzR0UKy,2
2021-11-28 20:17:50+00:00,The Netherlands,en,"then Allah Raises the bar of the climatic war causing floods, fragments of sky mountains loaded with lethal hail,tsunamis, and fiery hurricanes to burn forests.
Imam Nasser Mohammed Al-Yamani
14-10-2021
https://t.co/iEGGMDoU0s
16
#Torment_Planet_Has_Neared
 Omicron
DsBaBJ",2
2020-07-23 14:27:43+00:00,United Kingdom,en,"NEW UPLOAD!

• Can someone fast on all 9 nine days of Dhul Hijjah?
• https://t.co/yPMC5HKmIP
• Ustadh Abu Suhaib al-Bassam.
• Monday 20th July 2020.

#Fasting #DhulHijjah #Hajj #Umrah #Udhiyyah #Qurbani #Sheep #Lamb #Cow #Camel #Makkah #Madinah #Hajj #Tawaf #Mina #Arafat #KSA",2
2017-11-24 22:56:16+00:00,United Kingdom,en,"The std response of ""Oh we are on their land"" cannot apply here. This was murder. #extremists #murderers 

Egypt attack: Gunmen kill 235 in Sinai mosque - https://t.co/q8FM0Kz0Zt",2
2017-12-11 01:17:18+00:00,United Kingdom,en,Won the #BestTvHostoftheyearAward in #9thpakistanachievementawardslondon Yay!!! 🎉 OMG!!!! #FirstAward #alhamdulillah #blessed Thank you #Ptvhome #lovingit Thank you so much for ur love 💕 #MashAllah Thank you Mr. Haq @dailyuktimes https://t.co/sygOO8eYeP,2
2021-11-30 12:08:53+00:00,United Kingdom,en,Absolutely devastated and shocked to hear about the sudden death of our dear colleague  and friend @asimthechemist One of our pharmacy gems and a shining star. you were a force to be reckoned with. We will miss you deeply. May Allah grant you the highest ranks in jannah 💔 https://t.co/8ncSvn9MzR,2
2020-11-07 09:23:02+00:00,Germany,de,"KINDERPORNOGRAFIE / PÄDOPHILIE auf Twitter! Dagegen geht man nicht so rigoros vor wie gegen QAnon, warum nicht?? 
#GAYKIDS ! 🤮
#ThesePeopleAreSick #antifa #Kinder #Kindergarten #unity2020 #Q17 #ProphetMuhammad #AlarmstufeRot #DumpTrump #le0611 #Leipzig #Leipzig0711 #Pandemie https://t.co/wCU7ZTh7oQ",2
2021-11-28 20:23:33+00:00,The Netherlands,en,"I divide them as follows:
18000000000 ÷360000= 50000 year of Allah's years in the Book since the beginning of the date of the eon and month on Friday.
Imam Nasser Mohammed Al-Yamani
14-10-2021
#Torment_Planet_Has_Neared
 Omicron
qxxA&amp;5",2
2021-11-18 17:56:53+00:00,Ireland,en,@KikiOokok @Nawaf47_48 @mohammed_hijab @AbigailShrier @benshapiro It renders all these religions false because these religions all claim to be true yet within each different religion there is division and arguments about the interpretation. That is no more apparent than in Islam itself. I'm lucky to have met a number of former Muslims.,2
2018-08-09 13:47:16+00:00,United Kingdom,en,"I’m pretty sure I don’t look like a bank robber, even with my #hijab on 🙄🤔😁 (I don’t wear a #Niqab though) #BorisJohnson or whoever have been mocking us for countless years. Nothing new. Let’s focus on #Brexit and #Israel #Burka bcs we’ll never get justice where he’s concerned https://t.co/28ESvLt6LO",2
2021-05-03 00:21:06+00:00,United Kingdom,en,It’s a reinvention of RYAN MOONEY! #WatchROH #Mecca vs #NOnova https://t.co/PzNaAGWzxI,2
2017-12-17 20:47:26+00:00,Turkey,en,looks like rain is in today’s forecast. domes on domes on domes. #mashAllah #ottomanart #islam @… https://t.co/Xf9OH2Ig9m,2
2021-11-19 08:39:40+00:00,Ireland,en,@KikiOokok @054durin @Nawaf47_48 @mohammed_hijab @AbigailShrier @benshapiro You are correct about the fact and theory terms in science and evolution by natural selection is a scientific fact. Modern day medicine depends on it.,2
2021-11-16 18:35:01+00:00,United Kingdom,en,"When You Say ‘I’ https://t.co/j2mypIDSfx

#Islam #NahdlatulUlama #Naqshbandi #Poetry #Sufilive #Sufism #YunusEmre https://t.co/zeiTB6cUTr",2
2020-04-01 14:46:18+00:00,United Kingdom,en,"• Ustadh Abdul Wahid Stephenson.
• ""The Importance of Self Reliance.""
• https://t.co/rwe0ixvrAi

#Sunnah #Islam #Muslims #Ummah #Salafi #Tawheed #Hadith #Hadeeth #Truth #Faslehood #Makkah #Madinah #Jannah #Jahhanum #Tawakkul #Quran #Recite #Khutbah",2
2019-01-17 21:28:27+00:00,United Kingdom,en,"MT Far-Right #Extremists Are #Recruiting Primary School #Children, Says Government Tsar - LBC @LBC https://t.co/cliyPtmUZF",2
2018-10-19 15:48:30+00:00,United Kingdom,en,"Handmade by @AngawiAhmad and his team at 'The Arch' Hackney https://t.co/3UIAH67DjN

Screen #britishmuseum #artifact #islamic #design #wooden #handcarved #geometry… https://t.co/ZVHKeFZirv",2
2013-04-10 22:14:23+00:00,France,en,"""If anything happens, don't fuckin' blame me, white America, fuck Bill O'Reilly"" #radicals #tylerthecreator",2
2018-12-28 09:52:08+00:00,Turkey,en,View of the Blue Mosque from our hotel's rooftop balcony 😀 @ Blue Mosque (Sultanahmet Camii) https://t.co/iydDZxrztu,2
2021-10-27 13:41:31+00:00,United Kingdom,en,"@KrqOfficial Oh , you stepped in politics, MashAllah",2
2014-12-20 03:04:38+00:00,United Kingdom,en,True #Islam is derived from the Quran &amp; #ProphetMuhammad (pbuh) and not from the traditions or cultures of Muslim people. #KnowIslam #peace,2
2018-12-28 12:18:12+00:00,Morocco,en,I've finally gotten round to having my last film from Morocco developed. This is what I got. This is the Hassan II mosque. It is actually the only mosque in Morocco where non-muslims are… https://t.co/wyBrEAmbbR,2
2018-12-08 10:24:42+00:00,United Kingdom,en,#mashallah beautiful https://t.co/etvMve6scB,2
2021-11-16 21:06:55+00:00,United Kingdom,en,"While waiting for the ‘show’ to start, a brother asked me, “is there segregation for sisters?” Quite surprised by his ‘strange’ question, I answered: and why would you ask that? We are on a road in public, not in a mosque or private place”! But it’s easy to do if they’d want to..",2
2021-11-29 18:09:50+00:00,United Kingdom,en,"Sorry, Allah SWT miss spelled. https://t.co/55K2iOvJtq",2
2018-12-06 18:11:26+00:00,United Kingdom,en,When you forget to say bismillah https://t.co/wJur06lXdD,2
2017-12-13 16:14:08+00:00,United Kingdom,en,"A community caged within its own city -A sad&amp;concerning account from south west #Pakistan🇵🇰where #Hazara community,who have for decades been targeted by #sectarian #extremists using suicide bombings&amp;targeted shootings,fear travel and feel under siege👉🏽 https://t.co/QRyNuvtabV https://t.co/9amM47ZeZK",2
2021-11-02 22:43:05+00:00,Ireland,en,"Nothing scares me like the thought of the grave. There are people literally dead &amp; buried in graves thousands of years before I existed. And they are there underground, just waiting until Allah Azzawajjal calls time up. Subhanallah! May Allah's mercy be upon them and us always! https://t.co/uPfikqVtrG",2
2018-12-29 18:16:06+00:00,United Kingdom,en,You diving bastard #Salah,2
2018-12-11 19:24:45+00:00,United Kingdom,en,"lunchtime wander down and around Denmark Street, London: a Musician’s Mecca of sorts... @ London, United Kingdom https://t.co/tifgg1rOXp",2
2021-11-28 19:13:34+00:00,United Kingdom,en,"@mitsyarty It's odd that these are the same people who wish Muslims well at Eid, without ever considering the sensitivities Buddhists, Christians, Hindus, Jains, Pagans, Sikhs, or Zoroastrians.",2
2018-12-25 18:11:57+00:00,United Kingdom,en,"Buy now @amazonuk
https://t.co/LZrV34imA7

#londonisopen #londonbridge #englandaway
#London #Londonislovinit #londonlife #uk #England #UnitedKingdom #MoSalah #salah #EnglishPremierLeague #PremierLeague #QueensSpeech #joinin #christmasdinner #top4of2018 #top4of2018 #bullying https://t.co/6SY0P7aPvQ",2
2018-11-18 20:51:14+00:00,Germany,en,"@lmz_01 Inna lillahi wa inna ilayi rajioon 
May Allah grant her Jannah and give you and your family Sabr In Shaa Allah Ameen",2
2021-10-02 11:40:46+00:00,United Kingdom,en,@MawraHocane A unique performer one of the best in his position. May Allah swt grant him highest rank in jannah. Every life has to come to an end we all are in a queue unfortunately it was his turn RIP,2
2021-09-17 22:45:07+00:00,United Kingdom,en,"A lesson from todays jumah! 
Hate the sin with all your heart but not the sinner!

Our job is to wipe out the disease and not the patient!

Imagine that you are hating a person for his sins that which Allah has already forgive him and made him free from his sins Subhanallah!",2
2021-06-21 21:04:45+00:00,United Kingdom,en,Interesting that #Trans and #Quran hashtag are trending! https://t.co/gZCfEJ75bg,2
2018-12-25 23:57:54+00:00,Kosovo,en,"Why is @Europarl_EN and the rest keep calling us nazis and radicals nationalists? Because we love our #Europe and our culture? When has being white/caucasian became a crime? l love my continent, l love my country #Serbia and l love my fellow Europeans. Support for  #GiletsJaunes",2
2021-11-23 14:37:09+00:00,Ukraine,en,"Fixing your Deen isn't only praying
regularly and reading Quran more
frequently.
It's also about fixing your character,
the way you behave when you interact
with people, the vocabulary you use,
the people you surround yourself with",2
2021-11-27 12:38:29+00:00,Ireland,en,"Many of us at DSSC learned Islam as a subject thought bt our beloved Abbas Madam.
إِنَّا لِلّهِ وَإِنَّـا إِلَيْهِ رَاجِعونَ https://t.co/rr6Hjz2Ih4",2
2018-10-31 18:56:32+00:00,Morocco,en,"Hassan II Mosque, Casablanca 

The largest mosque in Morocco and the only one which is open to non-muslims. 

#travel #travelblogger #travelphotography #ttot #morocco #casablanca #mosque @… https://t.co/EpiTfUsOuJ",2
2020-04-01 13:47:16+00:00,United Kingdom,en,"• Shaykh Abdul Hadi al-Amri
• Urdu
• Lessons from the Seera
• Tuesday 31st March 2020
• https://t.co/YORGKhan9U
#COVIDー19
#StayHomeSaveLives
#Makkah
#TheLockdown
#Muslim
#Islamabad 
#Islam
#sunni
#CoronaUpdate
#Grave
 #COVID19
#MuslimTwitter
#CoronaCrisisuk
#FlattenTheCurve",2
2018-11-26 01:33:11+00:00,United Kingdom,en,start ur day with bismillah and end it up with alhamdulillah,2
2021-11-30 07:31:18+00:00,Germany,de,@tagesschau Die Taliban sollen sich ihre Hilfe bei Allah holen!,2
2016-09-04 23:10:57+00:00,Greece,en,"Forcing #refugeesGr 2 live in dry fields in midsummer, w snakes, scorpions=ENDANGERMENT
#CloseTheCamps @tsipras_eu https://t.co/OJq7rbvtVJ",0
2020-02-11 11:01:18+00:00,United Kingdom,en,"💫 Delighted to announce that myself and the fantastic @jackrosereal 🌹 🎧 🎤 will be supporting the amazing @BoyzOnBlockBob on their @meccabingo UK Tour 2020 🇬🇧 🙌🏻  
•
•
•
#boyzonblock #mecca #meccabingo #uk #tour… https://t.co/EPeymfZ24O",2
2021-08-31 19:20:07+00:00,United States,en,@forskingobbler Muslims killed Muslims here super genius.,2
2020-02-29 16:45:51+00:00,United Kingdom,en,Bloomberg defends Muslim surveillance program: �We�re supposed to do that� � Mondoweiss https://t.co/NI9n1wbogb,0
2018-12-31 18:50:16+00:00,Bosnia and Herzegovina,en,"The Muezzin’s last call at Pocitelj’s iconic Hadzi Alijina Mosque from the Ottoman era, set amongst fruit trees - pomegranate, grapes and figs!!!
.
.
.
Pocitelj is a Bosnian fortress… https://t.co/srEHxNfzSo",2
2018-12-09 10:26:21+00:00,Belgium,en,"@african_heart12 @ds13_manon Muslims are our natural allies against #Christian #Europe, https://t.co/YyAGifYK0m",1
2018-10-21 13:10:56+00:00,United Kingdom,en,"SubhanAllah 
#ilmfeedcw2018 @ Kinder Scout Mountain https://t.co/ptDmPJ0iuL",2
2018-08-24 06:42:28+00:00,United Kingdom,en,"Good piece from @SimplyMrPerfect on @BorisJohnson comments about Muslim women, making use of important research by @Anabel_Inge on Salafi women in Britain. https://t.co/RllOMoU7jA",2
2018-08-15 04:48:45+00:00,United States,en,@jojoh888 @LLLTwitwit They fight 4 the door 2 b opened 2 radical Muslims 2 come into r government wipe away r history take down r statues infected r schools with their racist ideology replace r constitution with sharia law. Democrats &amp; supporters wake up radicals want u dead 2. All none Muslims gone https://t.co/MKAb0sQCHf,1
2018-05-15 17:04:23+00:00,Germany,in,May we begin with Bismillah and finish with Alhamdulillah 🙏🏾🙏🏾 https://t.co/y4G3s0p45R,0
2020-11-06 15:08:32+00:00,United Kingdom,en,"This week I discuss how Allah honoured the Prophet (PBUH) with some of His own Beautiful Names and Qualities, reading from Ash-Shifa of Qadi ‘Iyad, translated by British scholar, Aisha Bewley (p.126-131).

Click for full video:
https://t.co/vDT495P7Mc

#Islam #Mawlid #Muhammad https://t.co/QUIBNemkSi",2
2021-11-04 21:16:04+00:00,The Netherlands,en,"@HuffStoney @trtworld and why yes ?
Muslim women have a right to wear 
a Hijab 
if women have a right to wear in Europe
Next thing to nothing so we as Muslimahs should have the same rights 
who is getting oppressed now",2
2018-11-12 21:18:51+00:00,United Kingdom,en,@swilkinsonbc #hamas fires 300 rockets at #Israel,2
2021-08-30 05:05:18+00:00,Canada,en,Reflection:#Somalis are so underdeveloped compared to the rest of region. It is impossible to build material things when an entire ethnic group becomes #Muslim equivalent of Jehovah witness.That is why there are more mosques than schools in #Somalia &amp,2
2021-11-26 17:59:10+00:00,United Kingdom,en,@bookishengineer @muhammad_bilal May be after 10-20 years 😂😂,2
2021-05-03 17:45:22+00:00,United Kingdom,en,#Labourer's #Rights In #Islamic Society @PLUS NEWS TV  #labourday #ramadan ... https://t.co/mcLLwDXsCU via @YouTube,2
2020-04-28 22:29:12+00:00,United Kingdom,en,#Islam #Sunni #Dawah #Salafi #Hadith #Fiqh #Salafiyyah #Salaf #Ramadan #ramadhan2020 #Makkah #Madinah #Luton #Allah @ Luton Islamic Centre https://t.co/TI4lVpT8hl,2
2021-09-30 21:38:29+00:00,United Kingdom,en,"#anythingbutthetitle @AdsBrown @RadioX 
New Radicals Get What You Give",2
2020-11-12 14:52:31+00:00,United Kingdom,en,"NEW!

• The Will of Allah.
• https://t.co/nY3vxEzIMI
• Excerpt taken from Al-Aqeedah Al-Wasatiyyah.
• Full Lecture here: https://t.co/WLwGM6ab6J
• Ustadh Khalid Hassan @abunaasihoon 
• Wednesday 21st October 2020.
• 6/8
#Aqeedah #Creed #Allah #Muslim #Sunni #Salafi #Learn https://t.co/tKuzXlliPT",2
2021-07-04 13:07:58+00:00,United Kingdom,en,The facts re #Palestine #Gaza #Israel #Hamas https://t.co/1g7fSVYJLz,2
2021-05-02 20:58:12+00:00,Germany,en,"I have not had Iftaar with anyone save my wife this Ramadan. I miss that sense of togetherness, sharing banters, smiles and all that. This night curfew should end, please. May Allah accept our ibaadah, amin. #RamadanKareem",0
2021-10-10 11:35:24+00:00,Germany,en,Thank you Sir for your Services to Pakistan 🙏🙏🙏. May Allah grant you Jannah 😢😢#DrAbdulQadeerKhan,2
2021-11-11 06:59:32+00:00,Italy,en,"You see the mountains and think them to be firmly fixed while in fact they are passing away like clouds.Such are the works of Allâh Who has made everything perfect in every way.Verily,He is fully Aware of your deeds
#samtabban#reflections#italianalps#subhanallah#سبحان_الله https://t.co/KROnuIGtJm",2
2018-12-13 21:33:09+00:00,Germany,en,"@MuslimSensei @Sadiqthe4th @akhtim And then go quiet to contemplate and understand the meaning. That’s how the salaf was barak Allah feek. So let’s stick to that bi ithn Allah. And like Imam Malik said, nothing fixes the end of this ummah except that which fixed the first ones before them (referring to the sahaba)",2
2018-08-12 06:45:46+00:00,United States,en,How many state do we have 2 lose 2 radical Muslims before the left wakes up? Radicals hate all none Muslims&amp; want them dead. They want 2 wipe away r history replacing it with theirs this also goes 4 r constitution &amp; r status. Why do u think mayors r giving the ok 2 take them down https://t.co/viahXBDMY3,1
2018-06-13 13:52:39+00:00,Italy,en,Beautiful place makkah https://t.co/FCJ8RgmVI4,2
2020-02-29 16:28:36+00:00,United Kingdom,en,"@UsmanAhmad_iam When Gabriel asked the Holy Prophet (saw) who was a Muslim? He did not reply, those that believe I am the last Prophet and no prophet can come after me. He replied, those that believe Allah is one and Mohammed is His Messenger. They believe in all Prophets, in all revealed books.",0
2021-04-09 15:43:28+00:00,United Kingdom,en,"Do you know what the most beautiful conversation in #human #history was? It was between the #ProphetMuhammad (pbuh) and Abu Bakr the Truthful (pboh). 

Find out more: https://t.co/s41YfBXZPF

#TablighAshra2021
#TrueIslam https://t.co/qxRRCobicU",2
2021-11-06 02:20:36+00:00,United Kingdom,en,"Mohammad Da'das, a 13-year-old #Palestinian child, was shot dead by Israeli occupation soldiers today during clashes in the village of Deir al-Hatab in the occupied West Bank. Da'das sustained a live shot in his stomach.

#Arabs #FreePalestine #HumanRights #bbc https://t.co/RYFewLxPju",2
2018-12-23 13:06:23+00:00,United Kingdom,en,"Buy now @AmazonUK
https://t.co/Kfve8n7pf5  

#London #Londonislovinit #londonlife #uk #England #UnitedKingdom #MoSalah #Salah #LondonIsOpen #LondonBridge #englandaway #SundayBrunch #LFC #SundayMorning #wolliv #thearchers #SundayThoughts https://t.co/TeN9GU8ueG",2
2020-01-28 18:15:24+00:00,United Kingdom,en,"An impeached President #Trump with an indicted prime minister #Netanyahu usurp territories of #EasJerusalem and #Jordan valley from #Palestenians by dangling $50 billion as peace plan! Where're the #MuslimUmma, #Arabs, #Pakistan and those vociferous Indian champions of the cause? https://t.co/p8mbuCbYk4",0
2021-08-31 08:25:43+00:00,Spain,en,@RealJamesWoods They'll be killed. Dogs are dirty animals for muslims.,1
2018-03-02 10:45:46+00:00,United Kingdom,en,GO AND SEE BISMILLAH! @ElliotLiburd’s killing it with another “explosive” (did you see what I(sis) did there?) performance - not sure what that other leaflet is about... #3monkeys1venue @OscarScottWhite https://t.co/s89gyp2ELE,2
2020-11-07 11:36:11+00:00,Germany,de,"#Islam #Mecca #Turkey #France
... Gegenschlag von der Türkei ab oder versucht jemand eine Islamophobie zu schüren.
Das zeigt deutlich das die Französische Regierung nicht mehr Ernst zu nehmen ist.
... https://t.co/OabIHIY4eT",2
2021-10-27 05:14:49+00:00,United Kingdom,en,"This politician’s entire platform is a bunch of “great replacement” conspiracy theories plus the idea that there’s going to be a clash of civilisations when Europe meets Islamism.

The Islamists proved him completely wrong. In fact, they said:

“Dirty Jew!”

“Nazi! Nazi!”

🇵🇸❤️ https://t.co/XtTTctG6ii",2
2021-10-26 11:58:29+00:00,United Kingdom,en,"The Husband &amp; I 'ave found Nirvana, reached Mecca, uncovered t'crock of gold at the end of t' rainbow https://t.co/x5JapgyqHY",2
2018-12-25 10:23:24+00:00,United Kingdom,en,Merry Christmas to Mr. President Muhammad Buhari and is VP professor Yemi Oshinbajo including the party chairman of Mr. Oshomole and Happy New Year in advance 2019❤️✅🇳🇬✍🏽🙏👨🏾‍✈️🌈🛳 you all would be the Captain of the new ships that will take us through 2023 so shall it be. Amen 🙏 https://t.co/G33rhr9nFT,2
2021-07-21 21:12:41+00:00,United Kingdom,en,"@farahvisualarts is co curating an exhibition called ""Watan"" at Cafe Palestina.

#artshowcase #artshow #exhibition #palestine #charityartshow #homeland #farahvisualarts #gaza #westbank @ Cafe Palestina https://t.co/zR7JReRR5w",2
2018-12-13 16:33:29+00:00,Morocco,en,"Marrakech December 2018
*
*
#photography #greslephotography #morocco #marrakech #medina #marrakechmedina #mosque #blackandwhite @ Moulay El Yazid https://t.co/u82I02CTEM",2
2021-05-30 15:33:25+00:00,United Kingdom,en,Islamic quote #Islam #quote #Muslim #Quran #WhereMuslimsStand #ISLAM__Religion_of__ethics  #Islamic #Islamophobia #Islamophobic #islamicquote #islamisation #Islamists #IslamicState #islamique #islamicquotes_organisation_hamas #IslamicState https://t.co/MwZ9pvEJjK,2
2018-11-01 07:21:17+00:00,Poland,en,Europe torn over #Islamic State children in Syria https://t.co/fQ2a2sFp8i,2
2020-02-29 20:48:58+00:00,United Kingdom,en,"@1Fubar Enforce the law , NO ONE should be above it , other than Muslims at prayer even though it is not their patch , this needs firm action , they already think that they rule parts of UK",1
2021-05-18 13:24:10+00:00,Germany,en,"@PressTV The stinky rich #Arabs had always played the game of throne at the expense of poor and illiterate Arabs.
They are sacrificing poor takfiris groups in the region in order for them to prolong their stinky lives.",1
2021-11-07 17:35:39+00:00,United States,en,"For God so loved the world that he gave his one and only Son, that whoever believes in him shall not perish but have eternal life.✝️ John 3:16 💒 #jesus  #God #church #JesusIsLord #Christian #worship #Bible #pray #HolySpirit #gospel #MIRACLE #heaven #love #world #United https://t.co/rRmD3a2Bka",2
2017-04-20 15:57:59+00:00,United Kingdom,en,"@firstmuslim Does ""Reforming Islam"" encorage the question as to the possible influence of 7th Cen culture &amp; #Muhammad's on its doctrine?",2
2021-02-05 07:05:00+00:00,Turkey,en,"1MINUTE 1 ISTANBUL 🙌🌁🌲🏞🌅

#İstanbul #Turkey #türkiye #art #architect #architecture #love #Mosque #park #economy https://t.co/rXcIRuEixh",2
2018-10-04 10:27:38+00:00,Austria,en,For all you #radicals and  #orphanfilm afficionados: CFP for #orphansvienna19 @filmmuseumwien is out! https://t.co/gSHFjLSCfw,2
2020-12-13 04:00:22+00:00,United States,en,Is manifesting haram? #muslimtwitter 💀,2
2021-10-11 14:02:41+00:00,United Kingdom,en,May Allah grant malik sb highest place in jannah and peace his soul. https://t.co/exTkynqOYV,2
2019-08-15 00:18:17+00:00,United Kingdom,en,When a fringe performance starts like this you know you are in for a terrific ride. Didn’t disappoint !              An ISIS tragicomedy @wounduptheatre  #Bismillah  #edinburghfringe2019 #underbelly https://t.co/ZQNlKBWEgH,2
2021-10-13 23:48:55+00:00,United Kingdom,en,Extremist Hindus backed by Indian RAW  provoking Muslim communities by insulting #Quran .. I hope Bangladeshi hindu organisation condemning it … @UnityCouncilBD  @UN_HRC  @OHCHRAsia  @amnestysasia  #Bangladesh #islam @OIC_OCI https://t.co/WguUbFfSTj,0
2019-02-24 19:33:01+00:00,France,en,"As complicit in #UK's perilous decision as comrade @jeremycorbyn supporting #DictatorMay!

WTF is going on, when #extremists of left &amp; right deny citizens of the UK a democratic vote?! #BrexitJunta

What are they so frightened of? What have THEY to gain!!!

#BrexitPublicEnquiry https://t.co/P4cTIdV75G",2
