,Unnamed: 0,Unnamed: 0.1,date,country,lang,content,label,id,translated_tweets,tokenized_content
1085,1085,1085,2018-09-03 04:24:02+00:00,Hungary,en,@yurme26 On the flip side that can just help you to fulfil the Sunnah and shave your pits &amp; lower area,,1.04e+18,@yurme26 On the flip side that can just help you to fulfil the Sunnah and shave your pits &amp; lower area,flip side help fulfil sunnah shave pit low area
1086,1086,1086,2018-12-31 05:37:17+00:00,United Kingdom,en,Don’t be sad. Allah tests you to reward you and raise your rank.,,1.08e+18,Don’t be sad. Allah tests you to reward you and raise your rank.,sad allah test reward raise rank
1087,1087,1087,2018-07-11 19:11:37+00:00,The Netherlands,en,"@TobyasStorm @oufenix As in, make #fundamentalist #extremists out of them when they grow? This way th #WarMachine can perpetuate itself.  #bigly #sadness",,1.02e+18,"@TobyasStorm @oufenix As in, make #fundamentalist #extremists out of them when they grow? This way th #WarMachine can perpetuate itself.  #bigly #sadness",make #fundamentalist #extremists grow way #warmachine perpetuate #bigly #sadness
1088,1088,1088,2018-06-06 23:11:03+00:00,United Kingdom,en,"@ma3indiusername @_Ali__B Intially, I thought it was typical school fight about a game. She shocked me with her response. 

She said her other friend (daughter of a salafi sheikh in the area) told her that the iraqi girl is liar because its what shias do, and she prays to hussain and ali.....",,1e+18,"@ma3indiusername @_Ali__B Intially, I thought it was typical school fight about a game. She shocked me with her response. 

She said her other friend (daughter of a salafi sheikh in the area) told her that the iraqi girl is liar because its what shias do, and she prays to hussain and ali.....",intially think typical school fight game shock response say friend daughter salafi sheikh area tell iraqi girl liar shia pray hussain ali
1089,1089,1089,2020-07-27 14:47:03+00:00,United Kingdom,en,"NEW UPLOAD!

• Can you explain the months for Hajj, i.e the time to do intention?
• https://t.co/VY90Gx4H4T
• Ustadh Aqeel Mahmood.
• Saturday 25th July 2020.

#DhulHijjah #Ramadan #Ramadhaan #Tahajjud #Qiyam #Quran #Tasbih #Tarteel #Tilawah #Ummah #Makkah #Madinah #Mina https://t.co/w7Cflv7osI",,1.29e+18,"NEW UPLOAD!

• Can you explain the months for Hajj, i.e the time to do intention?
• https://t.co/VY90Gx4H4T
• Ustadh Aqeel Mahmood.
• Saturday 25th July 2020.

#DhulHijjah #Ramadan #Ramadhaan #Tahajjud #Qiyam #Quran #Tasbih #Tarteel #Tilawah #Ummah #Makkah #Madinah #Mina https://t.co/w7Cflv7osI",new upload explain month hajj time intention ustadh aqeel mahmood saturday 25th july #dhulhijjah #ramadan #ramadhaan #tahajjud #qiyam #quran #tasbih #tarteel #tilawah #ummah #makkah #madinah #mina
1090,1090,1090,2019-02-24 19:00:39+00:00,United Kingdom,en,"@GeorgeAylett @LibDems @tom_watson @PeoplesMomentum Tom, I think you've a job on
#Momentum an #Antisemitic org. within your party has linked up with @CPBritain to create a perfect storm
I wish you could stem them and remove them
It's not @TheIndGroup who will be responsible for another term of #Tory govt, it's the LW #extremists",,1.1e+18,"@GeorgeAylett @LibDems @tom_watson @PeoplesMomentum Tom, I think you've a job on
#Momentum an #Antisemitic org. within your party has linked up with @CPBritain to create a perfect storm
I wish you could stem them and remove them
It's not @TheIndGroup who will be responsible for another term of #Tory govt, it's the LW #extremists",tom think job #momentum #antisemitic org within party link create perfect storm wish could stem remove responsible another term #tory govt #extremists
1091,1091,1091,2018-12-31 14:09:45+00:00,United Kingdom,en,"@fartelengelbert @Vakken @CraigCons It's how the Jews wanted it. They refused their crime to be judged by Muhammad s.a., who had previously simply exiled the guilty tribes. Muhammad s.a. had already given his word to be bound by the decision of the arbiter the Jews had themselves insisted on. He's not to blame.",,1.08e+18,"@fartelengelbert @Vakken @CraigCons It's how the Jews wanted it. They refused their crime to be judged by Muhammad s.a., who had previously simply exiled the guilty tribes. Muhammad s.a. had already given his word to be bound by the decision of the arbiter the Jews had themselves insisted on. He's not to blame.",jew want refuse crime judge muhammad previously simply exile guilty tribe muhammad already give word bound decision arbiter jew insist he's blame
1092,1092,1092,2018-10-08 15:11:27+00:00,Turkey,en,"Early morning and then God showed up.... #subhanallah 
pareyhutloveofficial #pareyhutlove #istanbul #sunrise #boat #bay @ Istinye Marina https://t.co/NzvsGmmns7",,1.05e+18,"Early morning and then God showed up.... #subhanallah 
pareyhutloveofficial #pareyhutlove #istanbul #sunrise #boat #bay @ Istinye Marina https://t.co/NzvsGmmns7",early morning god show #subhanallah pareyhutloveofficial #pareyhutlove #istanbul #sunrise #boat #bay istinye marina
1093,1093,1093,2018-03-07 23:07:50+00:00,United Kingdom,en,Food city Butchers. #butcher #halal #beef #lamb #middlesbrough #muslimah #butchersofinstagram @… https://t.co/o2NYvvOuhA,,9.72e+17,Food city Butchers. #butcher #halal #beef #lamb #middlesbrough #muslimah #butchersofinstagram @… https://t.co/o2NYvvOuhA,food city butcher #butcher #halal #beef #lamb #middlesbrough #muslimah #butchersofinstagram
1094,1094,1094,2018-12-30 18:20:41+00:00,Germany,en,"@MZubairAdv5 @geertwilderspvv @ImranKhanPTI Stay in your own country. Practice #Islam in your own country but stay out of  Europe. We have freedom speech here, something #Islam does not understand. And do not threaten us, we never surrender.",,1.08e+18,"@MZubairAdv5 @geertwilderspvv @ImranKhanPTI Stay in your own country. Practice #Islam in your own country but stay out of  Europe. We have freedom speech here, something #Islam does not understand. And do not threaten us, we never surrender.",stay country practice #islam country stay europe freedom speech something #islam understand threaten never surrender
1095,1095,1095,2018-01-05 23:31:49+00:00,United Kingdom,en,"Check out this item in my Etsy shop https://t.co/M3eJgdUZsN
#mashallah",,9.49e+17,"Check out this item in my Etsy shop https://t.co/M3eJgdUZsN
#mashallah",check item etsy shop #mashallah
1096,1096,1096,2021-10-07 08:52:23+00:00,Kosovo,en,"“I leave behind me two things, The Quran and My Sunnah and if you follow these you will never go astray.”
 #MuhammedSAWS",,1.45e+18,"“I leave behind me two things, The Quran and My Sunnah and if you follow these you will never go astray.”
 #MuhammedSAWS",leave behind two thing quran sunnah follow never astray #muhammedsaws
1097,1097,1097,2019-02-22 14:15:01+00:00,United Kingdom,en,"Dhanmondi or Leeds, Jummah under the open sky and sunshine 🙏 #subhanallah #leeds @ Leeds Grand Mosque https://t.co/olQGHQkuP5",,1.1e+18,"Dhanmondi or Leeds, Jummah under the open sky and sunshine 🙏 #subhanallah #leeds @ Leeds Grand Mosque https://t.co/olQGHQkuP5",dhanmondi leeds jummah open sky sunshine folded_hands #subhanallah #leeds leeds grand mosque
1098,1098,1098,2018-06-25 16:05:36+00:00,United Kingdom,en,"20-21 October 
4-5 November 
Half-time package
5***** package Umrah 2018
Saudi airlines 
Marrittos hotel or similar B/B
Continental Makkah shreef 
Moveinpick or similar madinah B/B… https://t.co/riQlSxCZxn",,1.01e+18,"20-21 October 
4-5 November 
Half-time package
5***** package Umrah 2018
Saudi airlines 
Marrittos hotel or similar B/B
Continental Makkah shreef 
Moveinpick or similar madinah B/B… https://t.co/riQlSxCZxn",october november half-time package package umrah saudi airline marrittos hotel similar continental makkah shreef moveinpick similar madinah
1099,1099,1099,2020-11-02 18:12:36+00:00,Germany,en,"Leo Tolstoy, Russian writer, novelist, essayist, dramatist and philosopher;

“And from the virtues of Islam is that it commands Muslims to treat Christians and Jews well especially religion practitioners.
#ProphetMuhammad https://t.co/64Z8mghV1l",,1.32e+18,"Leo Tolstoy, Russian writer, novelist, essayist, dramatist and philosopher;

“And from the virtues of Islam is that it commands Muslims to treat Christians and Jews well especially religion practitioners.
#ProphetMuhammad https://t.co/64Z8mghV1l",leo tolstoy russian writer novelist essayist dramatist philosopher virtue islam command muslim treat christian jew well especially religion practitioner #prophetmuhammad
1100,1100,1100,2020-08-27 07:33:07+00:00,Sweden,en,"When Eric #Trump justifies discriminating Presidential actions by acknowledging adherence to the goals of #evangelicals, that's no different from justifying discriminating actions by Islamic and Jewish #extremists by referring to their religious scripts. The club of the fanatics.",,1.3e+18,"When Eric #Trump justifies discriminating Presidential actions by acknowledging adherence to the goals of #evangelicals, that's no different from justifying discriminating actions by Islamic and Jewish #extremists by referring to their religious scripts. The club of the fanatics.",eric #trump justifies discriminate presidential action acknowledge adherence goal #evangelicals that's different justify discriminate action islamic jewish #extremists refer religious script club fanatic
1101,1101,1101,2015-11-10 15:58:22+00:00,Republic of Croatia,en,"#split #croatia #neoriviera #subhanallah #sunset #allahisgreat #allahuakbar ⚓️💚🌎👣🙏😍 @ Split, Croatia https://t.co/waGlvyrqnf",,6.64e+17,"#split #croatia #neoriviera #subhanallah #sunset #allahisgreat #allahuakbar ⚓️💚🌎👣🙏😍 @ Split, Croatia https://t.co/waGlvyrqnf",#split #croatia #neoriviera #subhanallah #sunset #allahisgreat #allahuakbar anchor green_heart globe_showing_americas footprint folded_hands smiling_face_with_heart-eyes split croatia
1102,1102,1102,2018-09-12 00:58:28+00:00,United Kingdom,en,@AbuScarface That’s why find this principle isproblematic. We should rather exercise the sunnah of avoid that which doubtful than halal until proven haram when companies cast doubt upon things. Our logic can usually sway our decisions. You get what I’m saying?,,1.04e+18,@AbuScarface That’s why find this principle isproblematic. We should rather exercise the sunnah of avoid that which doubtful than halal until proven haram when companies cast doubt upon things. Our logic can usually sway our decisions. You get what I’m saying?,find principle isproblematic rather exercise sunnah avoid doubtful halal proven haram company cast doubt upon thing logic usually sway decision get say
1103,1103,1103,2014-11-23 00:10:34+00:00,Ireland,en,"Hunger games , fooking class #mockingjaypartone #hungergames #radicals #cantwaitforthenextone",,5.36e+17,"Hunger games , fooking class #mockingjaypartone #hungergames #radicals #cantwaitforthenextone",hunger game fooking class #mockingjaypartone #hungergames #radicals #cantwaitforthenextone
1104,1104,1104,2021-11-29 12:14:25+00:00,Germany,en,"Prayers and love for my beautiful Istanbul 🇹🇷 🤲🏻
May Allah protect you all ♥️🙏🏻

#Istanbul #Turkey https://t.co/OR0KlUdrGQ",,1.47e+18,"Prayers and love for my beautiful Istanbul 🇹🇷 🤲🏻
May Allah protect you all ♥️🙏🏻

#Istanbul #Turkey https://t.co/OR0KlUdrGQ",prayer love beautiful istanbul turkey alms_up_together_light_skin_tone may allah protect heart_suit folded_hands_light_skin_tone #istanbul #turkey
1105,1105,1105,2018-10-16 15:32:16+00:00,Turkey,en,"All 🕌 are wonderful 😘..
.
.
.
#latepost #sept18 #me #mosque #bursa #turkey @ Grand Mosque of Bursa https://t.co/i9JtsMTsER",,1.05e+18,"All 🕌 are wonderful 😘..
.
.
.
#latepost #sept18 #me #mosque #bursa #turkey @ Grand Mosque of Bursa https://t.co/i9JtsMTsER",mosque wonderful face_blowing_a_kiss #latepost #sept18 #me #mosque #bursa #turkey grand mosque bursa
1106,1106,1106,2021-11-03 22:24:03+00:00,United Kingdom,en,"""This is the invitation of #Christian faith: the invitation to lose your crippling self-obsession and learn to love God and your neighbour... and to become truly happy in the process.""

Welcomely challenging stuff from @Christianitymag 
https://t.co/JU2OOmLgTP",,1.46e+18,"""This is the invitation of #Christian faith: the invitation to lose your crippling self-obsession and learn to love God and your neighbour... and to become truly happy in the process.""

Welcomely challenging stuff from @Christianitymag 
https://t.co/JU2OOmLgTP",invitation #christian faith invitation lose cripple self-obsession learn love god neighbour become truly happy process welcomely challenge stuff
1107,1107,1107,2018-12-25 18:16:07+00:00,United Kingdom,en,"Buy now @amazonuk
https://t.co/LZrV34imA7

#londonisopen #londonbridge #englandaway
#London #Londonislovinit #londonlife #uk #England #UnitedKingdom #MoSalah #salah #English #EnglishPremierLeague #PremierLeague #QueensSpeech #joinin #christmasdinner #top4of2018 #top4of2018 https://t.co/gjKLQ3KXn1",,1.08e+18,"Buy now @amazonuk
https://t.co/LZrV34imA7

#londonisopen #londonbridge #englandaway
#London #Londonislovinit #londonlife #uk #England #UnitedKingdom #MoSalah #salah #English #EnglishPremierLeague #PremierLeague #QueensSpeech #joinin #christmasdinner #top4of2018 #top4of2018 https://t.co/gjKLQ3KXn1",buy #londonisopen #londonbridge #englandaway #london #londonislovinit #londonlife #uk #england #unitedkingdom #mosalah #salah #english #englishpremierleague #premierleague #queensspeech #joinin #christmasdinner #top4of2018 #top4of2018
1108,1108,1108,2015-04-17 07:59:44+00:00,Egypt,en,REMINDER: Don't forget to recite or listen to the recitations of Surah Kahf. #Sunnah #Friday #Reminder,,5.89e+17,REMINDER: Don't forget to recite or listen to the recitations of Surah Kahf. #Sunnah #Friday #Reminder,reminder forget recite listen recitation surah kahf #sunnah #friday #reminder
1109,1109,1109,2020-04-27 03:04:48+00:00,United Kingdom,en,"Well done boys , you deserved it #MashAllah #RaceAcrossTheWorld  another great season can’t wait for the next race https://t.co/jPMf5B38Th",,1.25e+18,"Well done boys , you deserved it #MashAllah #RaceAcrossTheWorld  another great season can’t wait for the next race https://t.co/jPMf5B38Th",well boys deserve #mashallah #raceacrosstheworld another great season wait next race
1110,1110,1110,2020-02-07 20:22:39+00:00,Finland,en,@SeanCordicon Islamic #bismillah is the Mark of the Beast 666. https://t.co/lo7GCCdGw3,,1.23e+18,@SeanCordicon Islamic #bismillah is the Mark of the Beast 666. https://t.co/lo7GCCdGw3,islamic #bismillah mark beast
1111,1111,1111,2020-11-20 08:02:02+00:00,Germany,en,"We are the nation of a Prophet who was expelled from Mecca, but he conquered it with an army without bloodshed!

#ProphetMuhammad ﷺ
#JummaMubarak 🌴🕋 https://t.co/mArVZ3MF4R",,1.33e+18,"We are the nation of a Prophet who was expelled from Mecca, but he conquered it with an army without bloodshed!

#ProphetMuhammad ﷺ
#JummaMubarak 🌴🕋 https://t.co/mArVZ3MF4R",nation prophet expel mecca conquer army without bloodshed #prophetmuhammad #jummamubarak alm_tree kaaba
1112,1112,1112,2018-03-31 13:45:24+00:00,Italy,en,"In #Trieste, the #mecca of #CaffeItaliano. #FunFacts an average #Italian consumes 5kg of #coffee per year. That number doubles for a person living here! #caffedeglispecchi #coffeeart https://t.co/gMmrt2TF19",,9.8e+17,"In #Trieste, the #mecca of #CaffeItaliano. #FunFacts an average #Italian consumes 5kg of #coffee per year. That number doubles for a person living here! #caffedeglispecchi #coffeeart https://t.co/gMmrt2TF19",#trieste #mecca #caffeitaliano #funfacts average #italian consume 5kg #coffee per year number double person living #caffedeglispecchi #coffeeart
1113,1113,1113,2017-10-26 00:54:38+00:00,United Kingdom,en,7 Practical Ways to Acquiring Knowledge About Islam https://t.co/GKrX3zRLtX #Ilm #KnowledgeInIslam #Allah #Quran #Islam #Muhammad #Hadith,,9.23e+17,7 Practical Ways to Acquiring Knowledge About Islam https://t.co/GKrX3zRLtX #Ilm #KnowledgeInIslam #Allah #Quran #Islam #Muhammad #Hadith,practical way acquire knowledge islam #ilm #knowledgeinislam #allah #quran #islam #muhammad #hadith
1114,1114,1114,2017-07-06 21:30:20+00:00,United Kingdom,en,Capturing sunsets ❤🌅 #samsung #S8 #london #sunset #subhanallah https://t.co/YTJshsxNEf,,8.83e+17,Capturing sunsets ❤🌅 #samsung #S8 #london #sunset #subhanallah https://t.co/YTJshsxNEf,capture sunset red_heart sunrise #samsung #s8 #london #sunset #subhanallah
1115,1115,1115,2021-07-24 16:24:38+00:00,United Kingdom,en,"ALLAH IS LOVING 💕💓💗

#Allah #AllahIsLove #Islam #Love #Mawlana #NahdlatulUlama #Naqshbandi #ShaykhHishamKabbani #Sufilive #Sufism https://t.co/eBbWknTckD",,1.42e+18,"ALLAH IS LOVING 💕💓💗

#Allah #AllahIsLove #Islam #Love #Mawlana #NahdlatulUlama #Naqshbandi #ShaykhHishamKabbani #Sufilive #Sufism https://t.co/eBbWknTckD",allah love two_hearts beating_heart growing_heart #allah #allahislove #islam #love #mawlana #nahdlatululama #naqshbandi #shaykhhishamkabbani #sufilive #sufism
1116,1116,1116,2021-11-24 18:04:33+00:00,United Kingdom,en,"Why England players won’t take the knee against Qatar

They’re happy to bash America and Britain. But criticise an Islamic country? No way.

The hypocrites in football 

The slave world Cup 2024
 https://t.co/A1K6KVrcxi",,1.46e+18,"Why England players won’t take the knee against Qatar

They’re happy to bash America and Britain. But criticise an Islamic country? No way.

The hypocrites in football 

The slave world Cup 2024
 https://t.co/A1K6KVrcxi",england player win take knee qatar happy bash america britain criticise islamic country way hypocrite football slave world cup
1117,1117,1117,2018-05-22 02:58:13+00:00,United Kingdom,en,"“He is not of us who has no compassion for our little ones and does not honour our elders.” 

Discover more *Words Of Mercy* at https://t.co/pMG4chhIn0

Why not share these Words Of Mercy in the month of mercy! #Ramadan

#MercyToMankind #ProphetMuhammad https://t.co/8dZ4qzNHCp",,9.99e+17,"“He is not of us who has no compassion for our little ones and does not honour our elders.” 

Discover more *Words Of Mercy* at https://t.co/pMG4chhIn0

Why not share these Words Of Mercy in the month of mercy! #Ramadan

#MercyToMankind #ProphetMuhammad https://t.co/8dZ4qzNHCp",compassion little one honour elder discover word mercy share word mercy month mercy #ramadan #mercytomankind #prophetmuhammad
1118,1118,1118,2021-08-18 00:04:38+00:00,France,en,"#Afghanistan #Afganisthan 
#kabulairport #Kabul 

#Quran 📍
#Coran #quran_translation 
#quran_thedivinebook 
#Quranhour #Qurantime 
The best #translation of #theHOLYbook 📚🕯📝 https://t.co/BkCErNUxPd https://t.co/26fmqRpT6P",,1.43e+18,"#Afghanistan #Afganisthan 
#kabulairport #Kabul 

#Quran 📍
#Coran #quran_translation 
#quran_thedivinebook 
#Quranhour #Qurantime 
The best #translation of #theHOLYbook 📚🕯📝 https://t.co/BkCErNUxPd https://t.co/26fmqRpT6P",#afghanistan #afganisthan #kabulairport #kabul #quran round_pushpin #coran #quran_translation #quran_thedivinebook #quranhour #qurantime best #translation #theholybook book candle memo
1119,1119,1119,2018-12-26 00:49:45+00:00,United Kingdom,en,@issadiaryting Mashallah that’d bang too,,1.08e+18,@issadiaryting Mashallah that’d bang too,mashallah bang
1120,1120,1120,2018-12-30 01:37:20+00:00,United Kingdom,en,"@Shaad40 @AhmadiMuslim7 @Quranist @MajeedTofeeq @ImamNoonan @AhmadiyyaGR @FarasToQadian @SalmanAhmadRat1 @Sadik_Skarchan @ImamDibba @ImamGreece @ImamKhomeini3 @azamakram @ImamTawhidiFDN @JYuter @RabbiShmuley @rabbisacks Inna nahnu nazzalna-adhikra wa inna lahu lahaafizoon. God has taken the task of ensuring the preservation of the Quran and it’s text upon Himself stating that He will oversee it. 

I’m content in knowing that every verse of the Quran is perfect and unadulterated and un-abrogated.",,1.08e+18,"@Shaad40 @AhmadiMuslim7 @Quranist @MajeedTofeeq @ImamNoonan @AhmadiyyaGR @FarasToQadian @SalmanAhmadRat1 @Sadik_Skarchan @ImamDibba @ImamGreece @ImamKhomeini3 @azamakram @ImamTawhidiFDN @JYuter @RabbiShmuley @rabbisacks Inna nahnu nazzalna-adhikra wa inna lahu lahaafizoon. God has taken the task of ensuring the preservation of the Quran and it’s text upon Himself stating that He will oversee it. 

I’m content in knowing that every verse of the Quran is perfect and unadulterated and un-abrogated.",inna nahnu nazzalna-adhikra inna lahu lahaafizoon god take task ensure preservation quran text upon state oversee content knowing every verse quran perfect unadulterated un-abrogated
1121,1121,1121,2021-11-28 19:58:56+00:00,The Netherlands,en,"and I have explained this in detail a long time ago before their occurrence so let us not repeat it.
Imam Nasser Mohammed Al-Yamani
14-10-2021
https://t.co/hVpgo3B1pt
🔽
#Torment_Planet_Has_Neared
q4NLRI https://t.co/KwG7u8YjtF",,1.47e+18,"and I have explained this in detail a long time ago before their occurrence so let us not repeat it.
Imam Nasser Mohammed Al-Yamani
14-10-2021
https://t.co/hVpgo3B1pt
🔽
#Torment_Planet_Has_Neared
q4NLRI https://t.co/KwG7u8YjtF",explain detail long time ago occurrence let repeat imam nasser mohammed al-yamani ownwards_button #torment_planet_has_neared q4nlri
1122,1122,1122,2017-09-11 11:17:19+00:00,United Kingdom,en,"@petetaylor97 @IntroverDiaries Instead of #Muslims  being embarrassed by #Muhammad's lifestyle, why not put it down to 7th cent culture &amp; ask themselves 2 questions....... https://t.co/RMRz92FvL2",,9.07e+17,"@petetaylor97 @IntroverDiaries Instead of #Muslims  being embarrassed by #Muhammad's lifestyle, why not put it down to 7th cent culture &amp; ask themselves 2 questions....... https://t.co/RMRz92FvL2",instead #muslims embarrass #muhammad's lifestyle put 7th cent culture ask question
1123,1123,1123,2019-05-29 11:49:48+00:00,United Kingdom,en,"QL KamiSweat Longline Sweatshirt Jubba Kurta Short Kameez in Black &amp; Red
 #ummah #dawah #jannah #instaislam #hadith #sunnah #salah #prophetmuhammad #fajr #islamicquotes #islamicreminder #akhirah #maghrib #prophet… https://t.co/LIPgOV8XO1",,1.13e+18,"QL KamiSweat Longline Sweatshirt Jubba Kurta Short Kameez in Black &amp; Red
 #ummah #dawah #jannah #instaislam #hadith #sunnah #salah #prophetmuhammad #fajr #islamicquotes #islamicreminder #akhirah #maghrib #prophet… https://t.co/LIPgOV8XO1",kamisweat longline sweatshirt jubba kurta short kameez black red #ummah #dawah #jannah #instaislam #hadith #sunnah #salah #prophetmuhammad #fajr #islamicquotes #islamicreminder #akhirah #maghrib #prophet
1124,1124,1124,2018-12-31 00:42:59+00:00,United Kingdom,en,"#Klopp asks, ‘do we need blood for a proper penalty?’, but that misses the point entirely. The question is, could #Salah have stayed on his feet under that challenge. If the answer is yes, that’s simulation and brings the game into disrepute.",,1.08e+18,"#Klopp asks, ‘do we need blood for a proper penalty?’, but that misses the point entirely. The question is, could #Salah have stayed on his feet under that challenge. If the answer is yes, that’s simulation and brings the game into disrepute.",#klopp asks need blood proper penalty miss point entirely question could #salah stay foot challenge answer yes simulation bring game disrepute
1125,1125,1125,2018-12-30 13:06:24+00:00,Turkey,en,"Today, your birthday is a special day for us because we have a special friend like you also You are a gift from Allah. It is good that I love you,happy birthday. @DoguKerimcek @OzgurKerimtasEN

ahmet yıldırım",,1.08e+18,"Today, your birthday is a special day for us because we have a special friend like you also You are a gift from Allah. It is good that I love you,happy birthday. @DoguKerimcek @OzgurKerimtasEN

ahmet yıldırım",today birthday special day special friend like also gift allah good love happy birthday ahmet yıldırım
1126,1126,1126,2021-10-15 23:22:47+00:00,United Kingdom,en,@NorthernSoul73 Mecca sound this remember seeing them there 👊,,1.45e+18,@NorthernSoul73 Mecca sound this remember seeing them there 👊,mecca sound remember see oncoming_fist
1127,1127,1127,2021-01-31 07:08:02+00:00,United Kingdom,en,"#Muhammad &amp;dogs
#BLACKPINK_THESHOW #ElraenOEzuerDile #selfieforjacob #tommytiernanshow https://t.co/YOICFEpt8T",,1.36e+18,"#Muhammad &amp;dogs
#BLACKPINK_THESHOW #ElraenOEzuerDile #selfieforjacob #tommytiernanshow https://t.co/YOICFEpt8T",#muhammad dog #blackpink_theshow #elraenoezuerdile #selfieforjacob #tommytiernanshow
1128,1128,1128,2021-11-24 20:38:48+00:00,United Kingdom,en,"Another elder of our community, the wonderful Hafiz Shah Muhammad Chishti sahib reciting a naat shareef. https://t.co/ufB7FZSDWt",,1.46e+18,"Another elder of our community, the wonderful Hafiz Shah Muhammad Chishti sahib reciting a naat shareef. https://t.co/ufB7FZSDWt",another elder community wonderful hafiz shah muhammad chishti sahib recite naat shareef
1129,1129,1129,2018-12-23 20:07:43+00:00,United Kingdom,en,@ZaidZamanHamid MashAllah Very Nice.,,1.08e+18,@ZaidZamanHamid MashAllah Very Nice.,mashallah nice
1130,1130,1130,2018-12-07 03:21:05+00:00,United Kingdom,en,This is the #Christian faith #NiceneCreed ✝️⛪️🕊🙏🏻📖. https://t.co/LWfS79AJHw,,1.07e+18,This is the #Christian faith #NiceneCreed ✝️⛪️🕊🙏🏻📖. https://t.co/LWfS79AJHw,#christian faith #nicenecreed latin_cross church dove folded_hands_light_skin_tone open_book
1131,1131,1131,2015-10-25 12:31:52+00:00,Germany,de,"@PreussischerA ""#Muslim ist jener, vor dessen Zunge und Hände andere geschützt sind"" (#PROPHETMUHAMMAD saw), Daher sind jene Nicht-Muslime",,6.58e+17,"@PreussianA ""#Muslim is he from whose tongue and hands others are protected"" (#PROPHETMUHAMMAD saw), Therefore, those non-Muslims are",#muslim whose tongue hand others protect #prophetmuhammad saw therefore non-muslims
1132,1132,1132,2021-11-16 12:50:17+00:00,Germany,en,@lilensar mashallah🙏🏽find one for Juan as well,,1.46e+18,@lilensar mashallah🙏🏽find one for Juan as well,mashallah folded_hands_medium_skin_tone find one juan well
1133,1133,1133,2018-12-15 13:00:07+00:00,United Kingdom,en,"A friend Ch Zafar died of heart failure was a people's person, had so many friends, once met forever remembered. He was the beacon of every mehfil he https://t.co/P7nJAXVz3J he is spending his first night in the permanant home. We, family and friends, pray for a place in Jannah. https://t.co/KRbneZcvtZ",,1.07e+18,"A friend Ch Zafar died of heart failure was a people's person, had so many friends, once met forever remembered. He was the beacon of every mehfil he https://t.co/P7nJAXVz3J he is spending his first night in the permanant home. We, family and friends, pray for a place in Jannah. https://t.co/KRbneZcvtZ",friend zafar die heart failure people's person many friend meet forever remember beacon every mehfil spend first night permanant home family friend pray place jannah
1134,1134,1134,2013-01-11 11:26:32+00:00,Spain,en,i ara #mate !! #radicals !!:-),,2.9e+17,i ara #mate !! #radicals !!:-),ara #mate #radicals
1135,1135,1135,2018-10-27 18:56:11+00:00,United Kingdom,en,Contemporary #Islamic #Calligraphy at the @britishmuseum last Friday https://t.co/N0MNNvtB7n,,1.06e+18,Contemporary #Islamic #Calligraphy at the @britishmuseum last Friday https://t.co/N0MNNvtB7n,contemporary #islamic #calligraphy last friday
1136,1136,1136,2018-12-01 19:50:17+00:00,United Kingdom,en,@harisViewss @KitKat22o @Shumaila0786 @Anumrana161 @Muslimah_tells @AymenKhakwani @qb_bano Done ✋,,1.07e+18,@harisViewss @KitKat22o @Shumaila0786 @Anumrana161 @Muslimah_tells @AymenKhakwani @qb_bano Done ✋,raised_hand
1137,1137,1137,2018-12-31 13:11:22+00:00,United Kingdom,en,"Allah has been so merciful to me, I can never complain",,1.08e+18,"Allah has been so merciful to me, I can never complain",allah merciful never complain
1138,1138,1138,2018-12-31 19:04:04+00:00,United Kingdom,en,The old carpet cleaning factory in 1983/84 at Lea Bridge roundabout jus before Madina Mosque was built. https://t.co/QlmzfwGN4I,,1.08e+18,The old carpet cleaning factory in 1983/84 at Lea Bridge roundabout jus before Madina Mosque was built. https://t.co/QlmzfwGN4I,old carpet clean factory lea bridge roundabout jus madina mosque build
1139,1139,1139,2021-08-07 11:47:34+00:00,United Kingdom,en,"5 litre bottle Zamzam water. 
Available for collection or delivery. 
Contact us with any enquiries.

#Zamzam Water #5 Litre Bottle #Makkah #Longsight #Manchester #Delivery #Collection https://t.co/DglMBswSUB",,1.42e+18,"5 litre bottle Zamzam water. 
Available for collection or delivery. 
Contact us with any enquiries.

#Zamzam Water #5 Litre Bottle #Makkah #Longsight #Manchester #Delivery #Collection https://t.co/DglMBswSUB",litre bottle zamzam water available collection delivery contact enquiry #zamzam water litre bottle #makkah #longsight #manchester #delivery #collection
1140,1140,1140,2018-11-18 15:22:19+00:00,Norway,en,"Hamas leader in #Gaza Yahya Sinwar, on Friday “victory speech” threatens that in next escalation round rockets will hit #TelAviv. “Did the enemy think we’ll sell out for some gas and dollars?”
No we didn’t. https://t.co/ir520jUrbB",,1.06e+18,"Hamas leader in #Gaza Yahya Sinwar, on Friday “victory speech” threatens that in next escalation round rockets will hit #TelAviv. “Did the enemy think we’ll sell out for some gas and dollars?”
No we didn’t. https://t.co/ir520jUrbB",hamas leader #gaza yahya sinwar friday victory speech threaten next escalation round rocket hit #telaviv enemy think sell gas dollar
