date,country,lang,content
2021-08-31 01:30:57+00:00,Algeria,en,nokch https://t.co/Vr3O5FAi8R
2020-10-17 13:57:51+00:00,France,fr,#christian #france #teacher #student #islam #terroristattack #terrorist #franceattack #killer #prophet #caricature #Muhammad #school #frenchteacher #frenchpolice #islamophobia @ France https://t.co/wsibhpLD2k
2020-10-06 07:52:39+00:00,United States,en,#MuslimTwitter is accusing Rihanna of cultural appropriation as if 20-50% of enslaved Africans didn't practice Islam or there weren't laws forcing free &amp
2020-02-29 23:26:14+00:00,United States,en,@CarlosSimancas Tlaib is a Palestinian terrorist supported by the Muslim brotherhood terrorist organization
2018-12-13 21:33:09+00:00,Germany,en,"@MuslimSensei @Sadiqthe4th @akhtim And then go quiet to contemplate and understand the meaning. That’s how the salaf was barak Allah feek. So let’s stick to that bi ithn Allah. And like Imam Malik said, nothing fixes the end of this ummah except that which fixed the first ones before them (referring to the sahaba)"
2015-08-09 23:44:22+00:00,United Kingdom,en,You can't take things back but you can make a change to make sure it don't happen again! #Bismillah #PrayHard #Reflect #WorkHard
2016-06-23 14:22:50+00:00,Canada,en,#Eid Al Fitr expected to be on July 6 https://t.co/SLKJzdDGiS #MuslimNews
2020-07-05 08:49:20+00:00,Greece,en,"Deferred childhood: #kurdish #boy in #exile
A Kurdish boy fled his home in #Aleppo after the #extremists took over his neighborhood
#greece🇬🇷 #europe 
#asylum #portrait #blackandwhite #children #familyphotography… https://t.co/z2OQIimtWd"
2016-07-25 16:38:48+00:00,Italy,en,Archizoom #Italian #radicals @ Firenze - Toscane (Italia) https://t.co/i3AvbvrCbb
2021-08-31 08:25:43+00:00,Spain,en,@RealJamesWoods They'll be killed. Dogs are dirty animals for muslims.
2020-11-06 15:08:32+00:00,United Kingdom,en,"This week I discuss how Allah honoured the Prophet (PBUH) with some of His own Beautiful Names and Qualities, reading from Ash-Shifa of Qadi ‘Iyad, translated by British scholar, Aisha Bewley (p.126-131).

Click for full video:
https://t.co/vDT495P7Mc

#Islam #Mawlid #Muhammad https://t.co/QUIBNemkSi"
2018-12-19 02:09:09+00:00,United Kingdom,en,"Given the Tories &amp; Corbyn radicals are so intent on preventing a #PeoplesVote where do they suggest 16.1 million #remain voters go after #Brexit? My 2019 #NewYear #Resolutions:

- Continue campaign for #PeoplesVote
If we leave:
- Only ever voting for parties advocating to #Rejoin"
2018-05-10 04:21:36+00:00,Spain,en,Imagine if we woke up today in a world without #arabs
2021-11-28 20:32:12+00:00,The Netherlands,en,"O Non-Arabs and Arabs, certainly the planet of Torment is just around the corner, so where would you escape?.
Imam Nasser Mohammed Al-Yamani
14-10-2021
9
#Torment_Planet_Has_Neared
 Omicron
Nasser mohammed"
2018-08-19 09:43:33+00:00,Ireland,en,"A sister cannot make Tawaaf al-qudoom when arriving in Makkah because of her menses.

What does she do? https://t.co/nvZXT2EVF9"
2018-09-04 16:14:15+00:00,United Kingdom,en,There’s this one guy I know who plays the “I’m a good practising salafi boi” card but messes with girls all the time and it’s got nothing to do with me but I rly wanna smack the shit out of him
2018-12-10 12:06:19+00:00,Germany,en,The super interesting panel on humour just started with Gabriel de Seta on ethnic humour and Islamophobia in a Chinese context #extremespeech https://t.co/FNckwz77T7
2021-09-26 15:37:55+00:00,United Kingdom,en,Attending the wedding ceremony of Maulana Mohammad Faroghul Quadri son Danyal Ahmed. #congratulations #wedding #hilton #mashallah @ Hilton Glasgow https://t.co/dEHUTuhvbL
2018-12-26 19:12:26+00:00,United Kingdom,en,May Allah grant you highest Place in Jannah 😘😢 https://t.co/hxFA9D4Pi3
2015-08-25 20:48:03+00:00,United Kingdom,en,@helenbevan @School4Radicals Think we all acknowledge personal touch. It is what keeps us rocking and unites the #SHCR tribe of #radicals
2018-12-31 19:59:50+00:00,Ireland,en,@lloydart_ @TheRedmenTV @MoSalah Something to teach in the New Year 😉 @LaurenScanlon93
2018-12-23 13:06:23+00:00,United Kingdom,en,"Buy now @AmazonUK
https://t.co/Kfve8n7pf5  

#London #Londonislovinit #londonlife #uk #England #UnitedKingdom #MoSalah #Salah #LondonIsOpen #LondonBridge #englandaway #SundayBrunch #LFC #SundayMorning #wolliv #thearchers #SundayThoughts https://t.co/TeN9GU8ueG"
2019-06-19 08:55:30+00:00,United Kingdom,en,"Last but not least, door number 5 reveals another Garibname by Aşıkpaşazade (Or. 14879). From the late 1400s or early 1500s, it’s in better shape, with a much clearer #Bismillah in the unvan. Another example of foundational #literature from the early #Ottoman Empire. 

5/5 https://t.co/qxyXslvdn0"
2021-09-02 13:50:01+00:00,United Kingdom,en,"Muslims can be jailed just for saying the wrong thing.

White supremacist racists plotting terror attack (likely against Muslims targets) get a slap on the wrist.

This is a disgrace! #Islamophobia https://t.co/q4JykPjSlp"
2021-11-11 16:29:24+00:00,United Kingdom,en,#@AasifAli2018  Alhamdulillah catching the World Cup for Pakistan Australia 2 down.
2018-12-30 17:09:31+00:00,Germany,en,Appears Chechnya's/Kadyrov's program to repatriate Islamic State children from Syria/Iraq has resumed. Chechen state TV announces 30 children (24 from Dagestan) arriving imminently in Moscow from Baghdad. First time in roughly a year. https://t.co/daUwsbfsdR
2020-02-29 23:50:28+00:00,United Kingdom,en,"@IndianExpress Muslims did not want to live with Hindus n wanted homeland leading to Pakistan. Punjab n Bengal was divided.Complete population exchange in Punjab by d Govt.but Bengali Hindus left to do themself. Koran oppose idol worship. So however u may shout,""we can't divide"",it is in Koran."
2020-02-29 18:26:22+00:00,United Kingdom,en,@TylersSavage @nowthisnews Nah. You're talking rubbish. More people are harassed for being Muslim by rhe establishment media. Very sad.
2018-12-23 15:50:40+00:00,United Kingdom,en,@rhaihan_jannah Shey you know you can not stop here? Just reminding you ni o. In case you think you are done. Thank you in advance.
2018-09-03 00:44:02+00:00,Germany,en,"@UN #HackerOfSociety whants to join the @UN States,with the #MusicaDimensiona as State.Besides Spain,would I matter already as #UNA-Team Leader against the Force of the #Extremists globally. My #RealMatrix screens my talent.For further requests,please ask the germany internal BND"
2014-04-29 05:02:38+00:00,United Kingdom,en,Sad to have missed all my friends at Donington but hope you all had a great weekend? #gtcup #monoposto #radicals
2018-12-31 19:10:50+00:00,United Kingdom,en,@VMaledew Scary shit happening in this country i have cone to the conclusion that ir a conspiracy between may &amp;Muslims she's pissed because we voted leave when this country is taken over she can fuck off somewhere there are only white ppl lol
2020-10-03 16:44:22+00:00,United States,en,Visit https://t.co/P895ZPNjBw and Subscribe today! #Motivation #Faith #MuslimTwitter #lifecoaching #spirituality https://t.co/K195IHEIip
2021-08-22 14:04:36+00:00,United Kingdom,en,A few essential Dua’s to read on a daily basis. #Dua #muslim #islam #Motivation https://t.co/0hQnkMg1HT
2020-12-14 06:16:05+00:00,United Kingdom,en,"This is my family. This is my strength. Masha’Allah 
Thank you for all your messages and prayers Jazarkallah 
I’m on my way 💪🏻 
#surgerytime #Bismillah https://t.co/o9Zhb9jPqG"
2018-10-08 15:56:14+00:00,United Kingdom,en,"@Wasi_03 @Assadjo1 @Zamazingo_CSGO @ShaykhSaqib I would recommend you do the same. Sunnis are those upon Quran and Sunnah. Follow the example of the prophet and his companions. Sufis celebrate birthdays, don’t believe in the oneness of the almighty (shirk) and dance around graves - bring innovations into the religion (bidah)."
2021-09-16 09:38:44+00:00,United Kingdom,en,@mochibarie Exactly SubhanAllah
2021-08-31 08:25:43+00:00,Spain,en,@RealJamesWoods They'll be killed. Dogs are dirty animals for muslims.
2015-06-05 05:07:41+00:00,United Kingdom,en,#Jumah #mubarak #jumahmubarak  . It's another #Friday #suratulkahf is very necessary. #sunnah
2021-11-23 03:34:11+00:00,United Kingdom,en,"@SkyNews @AliBunkallSKY She's  never  apologise ,never conden  ISIS .SHE DAME WELL KNOW ISLAMIC STATE WAS NOT DISNEY LAND !"
2021-08-31 03:13:31+00:00,Spain,en,@Tzedek_Assoc @tovaherskovitz 57 muslim countries and no one accept refugees
2021-06-13 20:48:15+00:00,Turkey,en,#قاطع_الدحيح #HayırlıCumalar #النصر #Muhammed #Pence #S.A.V #Abdullah Guel #Allah'tan #sedatpeker10 #yakalanmış https://t.co/JUTMg1wXkT
2021-11-19 00:10:16+00:00,Ireland,en,@KikiOokok @Nawaf47_48 @mohammed_hijab @AbigailShrier @benshapiro Theory of gravity is a Theory also. Correct I won't talk about things I don't know about but I have read Darwin and Dawkins which is far more credible than reading middle East books about myths.
2017-11-15 09:32:14+00:00,United Kingdom,en,"Some excellent brilliance from the heroes @CAH #SaveAmerica
https://t.co/pseMuFD9PZ"
2020-12-06 00:37:17+00:00,United Kingdom,en,"Four matters...

#Hadith #Islam #NahdlatulUlama #Naqshbandi #ProphetMuhammad #Sufilive #Sufism https://t.co/jLc6FB9hxC"
2020-02-11 03:40:47+00:00,United States,en,One man’s personal mission- cleanup his vandalized house of worship. See Emad Ammad’s work to make #Islamic Center of #Charleston graffiti free tonight at 11 on @ABCNews4 w/@BrodieHart #chsnews #chs #scnews #Muslim #faith #CharlestonSC https://t.co/T6UXbVtprM
2021-11-30 06:49:15+00:00,United Kingdom,en,"Mo Salah 7th in the #BallonDor  👀👀👀👀👀👀

These awards honestly 🤦🏻"
2021-03-12 23:53:52+00:00,United Kingdom,en,"Blessings of Education

#Education #Hadith #Islam #Knowledge #NahdlatulUlama #ProphetMuhammad https://t.co/RJ5rzYY5Qp"
2018-12-29 22:56:14+00:00,United Kingdom,en,"#HadithOfTheWeek:
'Deeds are judged by motives'

A short and beautiful rule underpinning the philosophy of the Islamic teachings.

#Hadith #Ahmadiyya #AtfalUK #Talim #Education #HolyProphet #KNOWLEDGE #islam # https://t.co/MkAy8kRE1F"
2018-12-31 19:44:38+00:00,The Netherlands,en,"#islam is de theorie, #verkrachting is de #praktijk."
2018-09-02 21:11:15+00:00,United Kingdom,en,Waiting for (salafi) Muslim Twitter to pick up that a hijabi is a Miss England Finalist
2018-12-27 22:15:28+00:00,United Kingdom,en,@aaliyatc Bloody hell sounds like a bad dream... may allah grant your friend and uncle the highest place in jannah... just make the most of family time and blank every1 else...
2021-11-18 11:11:42+00:00,United Kingdom,en,"We are pleased to be partners in a ground breaking event which will help change the narrative on racism and Islamophobia, please see the link for more information on the event... 

#racism #Islamophobia https://t.co/9nl7eSY2ZD"
2018-12-24 09:30:49+00:00,Sweden,en,@Iran @DrMahmoudZahar Be specific and truthful in your reports: That Palestinian delegation is representing the #terrorist group #Hamas. They are NOT representing a government!
2018-11-16 11:54:46+00:00,Tunisia,en,"This morning we drove for 2 1/2 hours from #Tunis to the holy city of #Kairouan, third in holiness order after Mecca and Jerusalem. Visit the Grand #Mosque, the Aglabite Basin and the… https://t.co/O6lnxzCRE1"
2021-11-12 01:24:34+00:00,United Kingdom,en,@shahjhan_malikk @76Shadabkhan Dnt be disappointment a young and inexperienced side they've done us proud throughout the tournament vs  Australia about 20 run short and few performances could've improved and @TheRealPCB needs to improve the bowling depth but alhamdulillah overrol #PakistanZindabad https://t.co/8dvWOpQhpB
2018-12-05 20:34:51+00:00,United Kingdom,en,Just seen the Sainsbury’s Christmas advert. I can’t believe the New Radicals are still making money off that track #itisabitgoodthough https://t.co/J3vDSiOT0s
2018-11-12 21:18:51+00:00,United Kingdom,en,@swilkinsonbc #hamas fires 300 rockets at #Israel
2018-12-23 22:14:34+00:00,Morocco,en,@Alameenyusuf @fvraz_muhammad Dagashhh
2020-05-31 18:16:12+00:00,United Kingdom,en,"@muslimah_han I'll have a look, I've made some and am happy to make you some too of course but they don't have filters with them so you'd still do well to get filter sachets to put in. The one I have I bought in January before I went to Derby on the train so it was cheap on amazon then 🙄"
2020-01-22 05:33:32+00:00,United States,en,"@ConnieG1025 @wavlovr1 Done ✅ &amp; following fellow #resister @wavlovr1!
#StrongerTogether💪!
#FBR
#ResistersUnite
#ImpeachmentTaskForce
#SaveAmerica🇺🇸
#VoteBlueToEndThisNightmare 
#HappyBlueYear2020🥳🎉🎊"
2021-05-18 13:24:10+00:00,Germany,en,"@PressTV The stinky rich #Arabs had always played the game of throne at the expense of poor and illiterate Arabs.
They are sacrificing poor takfiris groups in the region in order for them to prolong their stinky lives."
2018-11-22 16:20:08+00:00,Ireland,en,"Download our 16 prayer requests to end violence against women and join us in prayer and solidarity for survivors of VAW from Sunday, November 25th
Download here: https://t.co/HokCUagMzT
#orangetheworld #Christian #HearMeToo #churchtoo #Prayer #PrayerRequest #16DaysOfActivism https://t.co/ZJhPh1s5w5"
2018-10-19 17:52:36+00:00,United States,en,"And I say: O Al-Mouqin, you have said the Truth, surely the prophets and the Imams of the Book are an illuminating lantern for the nation &gt; https://t.co/uUpCMqFzDG #ImamMahdiWarningFromAstroidHit : https://t.co/7URSiIZxMJ"
2021-08-30 22:37:15+00:00,Germany,de,Mir sagt Ehrlich ein Moslem ich kann erst sagen Allah gibts nicht wenn ich den Quran gelesen hab und Islam studiert hab. Aber selbst nicht an z.B den Jüdischen Gott glauben und nichtmal die Torah angefasst. Smh my head
2019-10-20 00:12:32+00:00,United Kingdom,en,"Mandatory new hair style selfie pose

Because..... 💍💍❤

#NewStyle #MarriedMan #Slick #Mashallah #GHD #Babyliss #Keratin @ Swansea, United Kingdom https://t.co/1ir2G73Ks5"
2018-12-29 18:18:10+00:00,United Kingdom,en,Windy in Liverpool again I see #mosalah #salah #tooeasy #dive
2018-10-31 21:11:59+00:00,United Kingdom,en,#mashallah Heaven https://t.co/H0yiWUNZRk
2018-12-30 09:06:22+00:00,United Kingdom,en,"@TarekFatah @c_element6 Luckily I have enough knowledge to realise exactly how insulting you are being in Islamic terms

Ouch"
2019-10-18 22:36:57+00:00,Ireland,en,"@AodhBC Does anyone know if @paulwhl is related to this bastard Dominic , it wouldn't surprise me. #extremists"
2018-12-27 23:19:14+00:00,Germany,de,@RagnarWeilandt @fahrbier @welt damals warf einen Iraki - die schuhe - jetzt stritten sie auf dem Gesprächsort als Sicherheit- Darum der USA prä - gut verpackt- wer weiß er liebt Überraschungen- greift die Perser- für 2019 wäre für die Welt eine Befreiung-
2021-08-30 10:11:41+00:00,The Netherlands,en,"Am not looking for Sympathy 
But today I was shaking to the Core 
after a woman wants to call the Cops on me cause of my Niqab 
I said I'll call them for you
I even got a to be esorted to the Cashier 
The more knowlodge the more I practice the more hate 
#Islamophobia"
2018-08-15 04:48:45+00:00,United States,en,@jojoh888 @LLLTwitwit They fight 4 the door 2 b opened 2 radical Muslims 2 come into r government wipe away r history take down r statues infected r schools with their racist ideology replace r constitution with sharia law. Democrats &amp; supporters wake up radicals want u dead 2. All none Muslims gone https://t.co/MKAb0sQCHf
2021-11-21 10:25:52+00:00,Germany,de,"Wann hört das endlich auf?

Soviel zum Thema ""friedlicher Protest"". #Jerusalem #Israel #Attentat #Hamas #tempelberg https://t.co/cN1UQ14G7p"
2021-11-29 14:39:52+00:00,Republic of Croatia,en,"Jesus Christ = Christianity =
Women's rights and freedom and Paris agreement means saving christianity not only climate conditions. Because Islam is spreading only in harsh climates
@POTUS"
2018-08-30 07:54:53+00:00,United States,en,@LazyMeatball @Luap04706557 This is just another sign that radicals r taking over r government. What judge would let them go? A judge that believes in what they were doing their. They want all none Muslims dead. They where teaching the kids 2 kill. Wake up America before it’s 2 late. This is loud &amp; clear
2021-09-29 19:40:27+00:00,United Kingdom,en,"Haritaki face mask flushes out toxins and protects skin against free radicals. The perfect skin defence against pollution @procoal 

#toppbox #subscriptionbox #groomingbox #grooming #skincare #menstyle #mensfashion #gifts #giftideas #subscriptionboxuk https://t.co/0BJ3F7aD82"
2018-12-20 15:54:51+00:00,Poland,en,U.S. to end air war against #Islamic State in Syria https://t.co/vghulaCXBZ
2020-02-29 03:49:42+00:00,Mexico,en,The West is the owner of the #Jihadist franchise to destroy and divide the #Muslim world. https://t.co/rYcjFVNhWd
2021-07-09 12:25:23+00:00,United Kingdom,en,"@AntacsB @juliediane @vegan_muslimah @JackMurray2 @SkyNewsBreak @SkyNews Nothing. I gave my opinion in defence of someone who was unnecessarily attacked for a valid opinion. Nothing comes next, does it? Have a lovely day."
2021-10-17 09:13:20+00:00,United Kingdom,en,"@Johnpodolski8 @IntlCrimCourt @amnesty @hrw @CommonsForeign @FCDOGovUK @thetimes @KenRoth @KatiPiri Yes, Afghanistan has gained local control but it’s poor people face oppression by either ISK or Taliban

Of course, the Islamists can rely on Turkey to help them impose their will

Only good news is Erdogan has lost the leverage he hoped to exert by “securing” Kabul airport"
2020-11-06 22:38:32+00:00,Germany,de,"#Islam #Mecca #Turkey #France
... das ein Zeichen von Diskriminierung.
Das sind keine Demokratischenwerte. https://t.co/aWHjTfHvAc"
2018-12-31 14:13:47+00:00,United Kingdom,en,#Foodbanks - I’m an #AtheistSupportingFoodbanks - you don’t need to be a practicing #Christian - just need to care about others ! @LittlehamptonFB @TrussellTrust https://t.co/rwX8QEGz6y
2021-10-15 20:28:12+00:00,United Kingdom,en,"@TimesRadio For too long people suffered at hands of Islamists. Even attack on Parliament when policeman was killed has not change pontifications from politicians that Islamic is a religion of peace. With one of their own killed, they have cause to reflect of the danger to the UK."
2014-02-25 08:10:17+00:00,United Kingdom,en,Cameron knows where it's at #radicals
2020-03-28 17:05:41+00:00,United Kingdom,en,"• Important advice regarding social gatherings.
• Ustadh Abdul Wahid Stephenson.
• https://t.co/xNth0LUb7V

#StayAtHomeAndStaySafe #coronalockdownuk #COVID19 #Covid_19 #Grave #Muslim #Sunnah #sunni #Makkah #MuslimTwitter #Muslim #IsolationLife #COVIDIDIOTS #COVID2019 #uk #US"
2021-11-04 22:49:00+00:00,United Kingdom,en,"@asmahbi2 In our case its let our hijabs fly!! 
What an amazing night of belly laughing 😂😂"
2012-11-10 14:04:53+00:00,None,en,When searching for spouse search for a girl that is beautiful internally and externally. #IslamicReminder
2018-12-13 10:43:22+00:00,Sweden,en,"Out of words right now...

This is the result when countries like #Iceland &amp; #Norway are playing politics @UN .

#Hamas saw your failure to condemn them as victory and encouragement for terrorism.

Shame on you! https://t.co/9XBXIEmf9j"
2018-04-30 07:55:17+00:00,Switzerland,en,"The most underrated mathematical marvel of Islam: The Timouma®.
Had Newton been a muslim scholar with intestine gas issues, open problems in non-convex optimisation would have been solved in his time. Including (but not limited to) understanding intelligence, evolution and cancer https://t.co/OoCz5a20ep"
2021-11-28 14:59:31+00:00,United Kingdom,en,"If Islam is true and Allah exists, then why doesn’t Saudi Arabia have a good football team? 

Asking for a friend."
2017-09-01 09:00:19+00:00,Norway,en,"FREE on @AmazonKindle for #EidAlAdha  - #Jesus, #Muhammad and The #Goddess @nyarloka @aminawadud  @MonetteChilson https://t.co/tZ8Vbh2BP8 https://t.co/7AlTDZkb6P"
2018-12-17 14:57:58+00:00,United States,en,"#ImportantStatemenToMuslimsAndTheWorlds

and I swear by Allah, that you surely will find your minds give you fatwa with Truth that you are wrongdoers.

Imam Nasser Mohammad Al-Yemeni

09 - Rabi Thani - 1440 AH

16 - 12 - 2018 AD

12:50 am

https://t.co/01AYkNZv4U https://t.co/d0vi23C4wV"
2019-02-24 19:33:01+00:00,France,en,"As complicit in #UK's perilous decision as comrade @jeremycorbyn supporting #DictatorMay!

WTF is going on, when #extremists of left &amp; right deny citizens of the UK a democratic vote?! #BrexitJunta

What are they so frightened of? What have THEY to gain!!!

#BrexitPublicEnquiry https://t.co/P4cTIdV75G"
2021-10-16 22:31:02+00:00,United Kingdom,en,A day well spent 💙 #alhamdulillah
2021-11-12 16:43:41+00:00,Turkey,en,"1. Brush your teeth before going to bed.

2. Sleeping with ablution is a sunnah.(Make Wudu before sleeping)

3. dust off your blanket.

4. Recite  suratul Mulk, Ikhlaas, falaq, and Nas (3times), blow your palm and rub it over your body starting from the head and face."
2020-11-22 13:14:05+00:00,Germany,en,"🥺 One day in sha Allah🤲🏼

#mekka #makkah https://t.co/QKOvZBmDrT"
2020-02-29 19:53:44+00:00,The Netherlands,en,@vivekagnihotri Both Hindus and Muslims have shown to be uncivilised. Those who are not religious better than you guys. What are you talking about ANDH BHAKT?
2018-12-14 14:02:21+00:00,United Kingdom,en,"I'm proud to support this letter signed by  over 50 MPs, calling on all political parties to adopt this definition of #Islamophobia 

Defining islamophobia is a crucial step to tackling it. @IMWS1 @PKWA98 @KirkleesCouncil #islamophobiadefined https://t.co/Lhyya2NwCI"
2018-08-04 17:58:14+00:00,Turkey,en,@TurkishAirlines gentleman flight to Kuwait 772 row37 seats F And E very aggressive; comments about Salafi and Kaffir.
2018-07-11 10:44:51+00:00,Germany,de,"@WalterRussell_ Nur als Späßchen gedacht! ISLAM könnte man auch, verdreht, als den Namen Mario deuten :) L, könnte auch ein O sein ;)"
2021-11-28 12:02:21+00:00,United Kingdom,en,@malandergeorge Why would Muslims be offended by a festival celebrating a recognised prophet? I'm pretty sure they wouldn't. https://t.co/1vY18wen5r
2014-08-24 18:15:22+00:00,Norway,en,"""@islamicfreedom: Ya Allah gather me with my family and friends in #Jannah."""
2018-12-29 05:59:33+00:00,United Kingdom,en,"@toddhgreen Hi Professor. 

Thanks for sharing. There are some valid reasons for the 'Islamophobia' though, to be fair; not recognising them would prevent resolution.

This article recommends how to tackle the root cause of radicalisation and terrorism among Muslims:

https://t.co/FwZ2Ben83s"
2018-11-17 21:37:45+00:00,Norway,en,"According to Israeli estimates #Hamas has 20,000 rockets in #Gaza, aimed at civilian population in #Israel. #Hezbollah has between 130,000-150,000 in southern #Lebanon.
Is there any other country in the world facing such threats? https://t.co/rNrA4CgWVZ"
2021-08-30 22:48:41+00:00,Ireland,en,@rtenews @BrianOD_News US lost a lot of men in their war on terror and nation building...Plus spent over 6 trillion dollars...Afghanistan Iraq Syria and Libya lost a lot more...Over 1 million dead and millions of refugees...Mainly Muslim...They will stay
2016-08-24 11:05:23+00:00,Greece,en,"@GargamelClen 

Laugh or Cry??? 

#auspol WTF? #BoycottFODI, #CloseTheCamps and #BringThemHere!"
2021-08-02 07:14:24+00:00,United States,en,Even if it was 50 I would Glorify Allah 50 times a day. I would pray 50 times a day. #ALLAH #TRUTH https://t.co/P3E3pgwErv
2021-10-26 07:30:42+00:00,United Kingdom,en,"Another train ride in, another older textbook. Radiobiology is really interesting. Who knew it was water forming free radicals that was the issue? Oh and this morning I'm mostly listening to Thomas Dolby #raddiary @SoRStudentReps #HEEfuture @RadSocCCCU https://t.co/zpxp929bMO"
2020-01-28 04:14:47+00:00,United States,en,"@Tracy9672 @tjbogart33 @bookitty777 Already following this great #resister &amp; happy to retweet this!
#TheResistance is #StrongerTogether💪!
#FBR!
#ResistersUnite!
#ImpeachmentTaskForce!
#SaveAmerica🇺🇸!
#VoteBlueToEndThisNightmare! 
#VoteBlueNoMatterWho2020!"
2019-09-09 20:22:38+00:00,Republic of Croatia,en,"Split Fish Market - the only fish market in the world without flies. The reason is a sulphur spring close to old Diocletian Thermae.
#fishmarket #sulphur #spring #diocletianspalace #split #gastronomy #mecca… https://t.co/auynZhL6ei"
2018-12-23 10:36:42+00:00,United Kingdom,en,Listen to @ceciliateachRS talking to @BBCSurrey about #Muslim giving at #Christmas in #Woking. #zakat #islam #hospital @CelebrateWoking @WokingTigers @WokingWorks https://t.co/TdWePsNpDk
2016-03-02 02:49:51+00:00,United States,en,@politico Underdog in your own state Rubio? #SaveAmerica from Hillary (Trump loses to her in virtually ALL polls) VOTE @TEDCRUZ #ChooseCruz
